Category,Subcategory,Neurotransmitter_System,Mode_of_Action,Drug_Name,Classification_Type,PubChem_CID,ChEMBL_ID,DrugBank_ID,KEGG_Drug_ID,Molecular_Formula,Molecular_Weight,SMILES,InChI_Key,Target_Genes,Target_Proteins,Primary_Pathway,Secondary_Pathways,Half_Life_Hours,Bioavailability_Percent,Protein_Binding_Percent,Metabolism_Enzymes,Active_Metabolites,Common_Side_Effects,Serious_Side_Effects,FDA_Black_Box_Warning,Contraindications,Drug_Interactions,Pregnancy_Category,Generic_Available,Brand_Names
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Estazolam,NbN_Glossary,3261,CHEMBL1200693,DB01215,D01113,C16H11ClN4,294.7,Cc1cn2c(n1)C(=Nc3ccc(Cl)cc23)c4ccccc4,CDCDJBSGEQWKDJ-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,10-24,93,93,CYP3A4,4-hydroxyestazolam,"Sedation, dizziness, coordination problems","Dependence, withdrawal, memory impairment","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, sleep apnea","CNS depressants, CYP3A4 inhibitors",X,Yes,ProSom
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Eszopiclone,NbN_Glossary,969472,CHEMBL1237,DB00402,D02566,C17H17ClN6O3,388.8,CCN1C(=NN=C1CN2CCN(CC2)c3nccc(n3)C(=O)Nc4ccc(cc4)Cl)C,GBBSZFNIVBBJEX-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Sleep induction and maintenance,6,52-59,52-59,"CYP3A4, CYP2E1",S-desmethylzopiclone,"Taste disturbance, headache, somnolence","Complex sleep behaviors, dependence",No,Severe hepatic impairment,"CNS depressants, CYP3A4 inhibitors",C,No,Lunesta
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Flunitrazepam,NbN_Glossary,3380,CHEMBL1201182,DB01544,D01230,C16H12FN3O3,313.3,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+]([O-])=O)C3=CC=CC=C3F,PPTYJKAXVCCBDU-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,16-35,80,80,CYP3A4,"7-aminoflunitrazepam, N-desmethylflunitrazepam","Sedation, amnesia, ataxia","Dependence, withdrawal, anterograde amnesia",Controlled substance - Schedule IV,"Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",D,No,Rohypnol
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Flurazepam,NbN_Glossary,3393,CHEMBL1201060,DB00690,D00331,C21H23ClFN3O,387.9,CCNC(=O)C1=Nc2ccc(F)cc2C(=N1)c3ccc(cc3)N(C)CCCl,SAADBVWKHQYESG-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,40-114,83,97,CYP3A4,N-desalkylflurazepam (active),"Sedation, dizziness, ataxia, confusion","Dependence, withdrawal, daytime sedation","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",X,Yes,Dalmane
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Lorazepam,NbN_Glossary,3958,CHEMBL580,DB00186,D00365,C15H10Cl2N2O2,321.2,OC1N=C(C2=C(C=CC(=C2)Cl)C1=O)C3=CC=CC=C3Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,10-20,90,85,UGT,Lorazepam glucuronide,"Sedation, dizziness, weakness, unsteadiness","Dependence, withdrawal, respiratory depression","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, probenecid",D,Yes,Ativan
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Lormetazepam,NbN_Glossary,27445,CHEMBL1201184,DB01378,D04719,C16H12Cl2N2O2,335.2,OC1N=C(C2=C(C=CC(=C2)Cl)C1=O)C3=CC=CC=C3Cl,WUNRDZIGEXPLNX-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,10-12,80,85,UGT,Lormetazepam glucuronide,"Sedation, dizziness, ataxia","Dependence, withdrawal, amnesia","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",D,Yes,Noctamid
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Midazolam,NbN_Glossary,4192,CHEMBL717,DB00683,D00550,C18H13ClFN3,325.8,Cc1ncc2n1-c3ccc(Cl)cc3C(=N2)c4ccccc4F,DDLIGBOFAVUZHB-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Rapid onset sedation,3-4,44,97,CYP3A4,"1-hydroxymidazolam, 4-hydroxymidazolam","Sedation, amnesia, respiratory depression","Severe respiratory depression, dependence","Yes - CNS depression, respiratory depression","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, CYP3A4 inhibitors",D,Yes,Versed
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Nitrazepam,NbN_Glossary,4506,CHEMBL1201060,DB01595,D00531,C15H11N3O3,281.3,O=C1CN=C(C2=C1C=CC(=C2)[N+]([O-])=O)C3=CC=CC=C3,KJONIGZLUCFTDH-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,15-38,78,87,CYP3A4,7-aminonitrazepam,"Sedation, dizziness, ataxia, confusion","Dependence, withdrawal, anterograde amnesia","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",D,Yes,Mogadon
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Oxazepam,NbN_Glossary,4616,CHEMBL714,DB00842,D00548,C15H11ClN2O2,286.7,OC1N=C(C2=C(C=CC(=C2)Cl)C1=O)C3=CC=CC=C3,ADIMAYPTCBQTLS-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,4-15,97,97,UGT,Oxazepam glucuronide,"Sedation, dizziness, vertigo, headache","Dependence, withdrawal, respiratory depression","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",D,Yes,Serax
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Quazepam,NbN_Glossary,4757,CHEMBL1201186,DB01432,D00620,C17H11ClF4N2S,370.8,FC(F)(F)c1ccc2c(c1)N=C(N(C2=O)CCF)c3ccc(Cl)cc3,RUZYKXZOCSCDJA-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,25-41,TBD,>95,CYP3A4,"2-oxoquazepam, N-desalkyl-2-oxoquazepam","Sedation, headache, fatigue, dizziness","Dependence, withdrawal, complex sleep behaviors","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, CYP3A4 inhibitors",X,Yes,Doral
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Temazepam,NbN_Glossary,5391,CHEMBL714,DB00231,D00370,C16H13ClN2O2,300.7,CN1C(=O)[C@@H](O)N=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,NWZSZGALRFJKBT-KNIFDHDGSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,3.5-18.4,96,96,UGT,Temazepam glucuronide,"Sedation, dizziness, fatigue, lethargy","Dependence, withdrawal, amnesia","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",X,Yes,Restoril
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Triazolam,NbN_Glossary,5556,CHEMBL661,DB00897,D00387,C17H12Cl2N4,343.2,Cc1nnc2n1-c3cc(Cl)ccc3C(=N2)c4ccccc4Cl,XYHKBTUARGVVKM-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Rapid sleep induction,1.5-5.5,85,89,CYP3A4,"α-hydroxytriazolam, 4-hydroxytriazolam","Sedation, dizziness, coordination disorder","Dependence, withdrawal, anterograde amnesia","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, concurrent itraconazole/ketoconazole","CNS depressants, CYP3A4 inhibitors",X,Yes,Halcion
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Zaleplon,NbN_Glossary,5732,CHEMBL1237,DB00962,D02733,C17H15N5O,305.3,CCOc1ccc2nc3n(c2c1)C(=O)c4ccccc4N3CC#N,HUNXMJYCHXQEGX-UHFFFAOYSA-N,"GABRA1, GABRB2, GABRG2",GABA-A receptor complex (α1β2γ2 subtype),GABAergic enhancement,Selective α1 subunit modulation,1,30,60,"CYP3A4, aldehyde oxidase","5-oxo-zaleplon, desethylzaleplon","Headache, dizziness, somnolence","Complex sleep behaviors, dependence",No,Severe hepatic impairment,"CNS depressants, cimetidine",C,Yes,Sonata
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Zolpidem,NbN_Glossary,5732,CHEMBL1237,DB00962,D02733,C19H21N3O,307.4,Cc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1C(=O)N(C)C,ZONYXWFXZLSLHG-UHFFFAOYSA-N,"GABRA1, GABRB2, GABRG2",GABA-A receptor complex (α1β2γ2 subtype),GABAergic enhancement,Selective α1 subunit modulation,2.6,70,92.5,"CYP3A4, CYP1A2",Zolpidem phenyl-4-carboxylic acid,"Somnolence, dizziness, diarrhea","Complex sleep behaviors, dependence",No,Severe hepatic impairment,"CNS depressants, rifampin",C,Yes,Ambien
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Zopiclone,NbN_Glossary,5734,CHEMBL1697,DB01198,D01239,C17H17ClN6O3,388.8,CCn1cnc2c1c(=O)n(-c3nc4ccccc4[nH]3)c(=O)n2CC(=O)N(C)C,GBBSZFNIVBBJEX-UHFFFAOYSA-N,"GABRA1, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Sleep induction and maintenance,5,75-85,45,"CYP3A4, CYP2E1","Zopiclone-N-oxide, desmethylzopiclone","Metallic taste, dry mouth, somnolence","Complex sleep behaviors, dependence",No,Severe respiratory insufficiency,"CNS depressants, erythromycin",C,Yes,Imovane
GABAergic,,GABA,"Positive allosteric modulator (GABA-A receptor, alcohol site)",Chloral hydrate,NbN_Glossary,2707,CHEMBL1513,DB01563,D00473,C2H3Cl3O2,165.4,OC(Cl)(Cl)C(=O)Cl,RNFADKZHZSXDCL-UHFFFAOYSA-N,"GABRA1, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Positive allosteric modulation at ethanol site,7-10,TBD,35-41,Alcohol dehydrogenase,Trichloroethanol (active),"Sedation, nausea, vomiting, diarrhea","Respiratory depression, cardiac arrhythmias",No,"Severe cardiac disease, gastritis","CNS depressants, anticoagulants",C,Yes,Aquachloral
GABAergic,,GABA,"Positive allosteric modulator (GABA-A receptor, alcohol site)",Chloral betaine,NbN_Glossary,2707,CHEMBL1513,DB01563,D00473,C4H8Cl3NO3,224.5,C[N+](C)(C)CC(=O)[O-].OC(Cl)(Cl)C=O,RNFADKZHZSXDCL-UHFFFAOYSA-N,"GABRA1, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Positive allosteric modulation at ethanol site,7-10,TBD,35-41,Alcohol dehydrogenase,Trichloroethanol (active),"Sedation, nausea, vomiting, diarrhea","Respiratory depression, cardiac arrhythmias",No,"Severe cardiac disease, gastritis","CNS depressants, anticoagulants",C,Yes,Beta-Chlor
GABAergic,,GABA,"Positive allosteric modulator (GABA-A receptor, barbiturate site)",Clomethiazole,NbN_Glossary,16146,CHEMBL2219795,DB09011,D07728,C6H8ClNS,161.7,CCc1nc(C)c(Cl)s1,CLSUSRZJUQMOHH-UHFFFAOYSA-N,"GABRA1, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Barbiturate site modulation,4,TBD,TBD,CYP2E1,None significant,"Sedation, nasal congestion, irritation",Respiratory depression in overdose,No,Severe respiratory insufficiency,"CNS depressants, alcohol",C,Yes,Heminevrin
GABAergic,,GABA,Receptor agonist (GABA-B),Baclofen,NbN_Glossary,2284,CHEMBL701,DB00203,D00241,C10H12ClNO2,213.7,NCC(CC1=CC=C(Cl)C=C1)C(=O)O,KPYSYYIEGFHWSV-UHFFFAOYSA-N,"GABBR1, GABBR2",GABA-B receptor,GABA-B receptor agonism,Presynaptic inhibition,2-6,TBD,30,Renal excretion,None,"Sedation, dizziness, weakness, fatigue","Seizures on withdrawal, respiratory depression",No,Peptic ulcer disease,"CNS depressants, tricyclic antidepressants",C,Yes,Lioresal
GABAergic,,GABA,"Receptor agonist (GABA-B, gammahydroxybutyrate (GHB))",Sodium oxybate (GHB),NbN_Glossary,9161,CHEMBL1201585,DB00886,D05592,C4H7NaO3,126.1,CCCC(=O)[O-].[Na+],RDJGLLICXDHJDY-UHFFFAOYSA-N,"GABBR1, GABBR2","GABA-B receptor, GHB receptor",GABA-B receptor agonism,GHB receptor activation,0.5-1,88,<1,Succinic semialdehyde dehydrogenase,"Succinic acid, CO2, H2O","Nausea, dizziness, vomiting, somnolence","Respiratory depression, coma, death","Yes - CNS depression, abuse potential",Succinic semialdehyde dehydrogenase deficiency,"CNS depressants, alcohol",B,No,Xyrem
GABAergic,,GABA,Receptor antagonist (benzodiazepine receptor),Flumazenil,NbN_Glossary,3373,CHEMBL35,DB01205,D00697,C15H14FN3O3,303.3,CCN1C(=O)CN=C(C2=C1C=CC(=C2)F)C3=CC=CC=C3,OFBIFZUFASYYRE-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,Benzodiazepine receptor antagonism,Competitive benzodiazepine antagonism,0.7-1.3,TBD,50,Hepatic metabolism,Flumazenil carboxylic acid,"Dizziness, injection site pain, headache","Seizures, withdrawal syndrome in dependent patients",No,Tricyclic antidepressant overdose,None significant,C,Yes,Romazicon
Glutamatergic,,"GABA, Glutamate","Facilitation of GABA transmission, receptor antagonist on AMPA and KA",Topiramate,NbN_Glossary,5284627,CHEMBL220492,DB00273,D00537,C12H21NO8S,339.4,CC1(C)OC2COC3(COS(=O)(=O)N)OC(C)(C)OC3C2OC1CN,KJADKKWYZYXHBB-XBWDGYHZSA-N,"GABRA1, GRIA1, GRIK1, CACNA1H","GABA-A receptor, AMPA receptor, Kainate receptor, T-type Ca channels",GABA facilitation,"AMPA/Kainate antagonism, Carbonic anhydrase inhibition",21,81,15-41,CYP3A4,None significant,"Paresthesia, weight loss, fatigue, dizziness","Metabolic acidosis, kidney stones, acute angle-closure glaucoma",No,Metabolic acidosis,"Carbonic anhydrase inhibitors, metformin",D,Yes,Topamax
Glutamatergic,,Glutamate,Receptor antagonist (NMDA),Memantine,NbN_Glossary,4054,CHEMBL631,DB01043,D04905,C12H21N,179.3,CC1=C2CCCC(C2=CC=C1)N,BUGYDGFZZOZRHP-UHFFFAOYSA-N,"GRIN1, GRIN2A, GRIN2B",NMDA receptor,NMDA receptor antagonism,Glutamate excitotoxicity prevention,60-80,100,45,"CYP1A2, CYP2B6, CYP2C9, CYP2D6, CYP3A4",None significant,"Dizziness, headache, confusion, constipation",None significant at therapeutic doses,No,Known hypersensitivity,"NMDA antagonists, sodium bicarbonate",B,Yes,Namenda
Glutamatergic,,Glutamate,Voltage-gated calcium channel blocker,Gabapentin,NbN_Glossary,3446,CHEMBL907,DB00317,D00332,C9H17NO2,171.2,NCC1(CC(=O)O)CCCCC1,BTCSSZJGUNDROE-UHFFFAOYSA-N,"CACNA2D1, CACNA2D2",Voltage-gated calcium channel α2δ subunit,Calcium channel modulation,GABA analog (doesn't bind GABA receptors),5-7,60,<3,Renal excretion,None,"Dizziness, somnolence, ataxia, fatigue",None significant,No,Known hypersensitivity,"Antacids, morphine",C,Yes,Neurontin
Glutamatergic,,Glutamate,Voltage-gated calcium channel blocker,Pregabalin,NbN_Glossary,5486971,CHEMBL1059,DB00230,D02716,C8H17NO2,159.2,CC(C)C[C@@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N,"CACNA2D1, CACNA2D2",Voltage-gated calcium channel α2δ subunit,Calcium channel modulation,Reduced neurotransmitter release,6.3,90,0,Renal excretion,None,"Dizziness, somnolence, dry mouth, edema","Angioedema, rhabdomyolysis",No,Known hypersensitivity,"ACE inhibitors, thiazolidinediones",C,Yes,Lyrica
Glutamatergic,,Glutamate,Voltage-gated sodium and calcium channel blocker,Carbamazepine,NbN_Glossary,2554,CHEMBL108,DB00564,D00252,C15H12N2O,236.3,NC(=O)N1c2ccccc2C=Cc3c1cccc3,FFGPTBGBLSHEPO-UHFFFAOYSA-N,"SCN1A, SCN2A, CACNA1H","Voltage-gated sodium channels, T-type calcium channels",Sodium channel blockade,Calcium channel blockade,25-65,75-85,76,"CYP3A4, epoxide hydrolase","Carbamazepine-10,11-epoxide (active)","Dizziness, drowsiness, ataxia, nausea","Stevens-Johnson syndrome, aplastic anemia, hyponatremia","Yes - aplastic anemia, agranulocytosis","AV heart block, bone marrow depression","CYP3A4 inducers/inhibitors, warfarin, phenytoin",D,Yes,Tegretol
Glutamatergic,,Glutamate,Voltage-gated sodium and calcium channel blocker,Oxcarbazepine,NbN_Glossary,34312,CHEMBL1200687,DB00776,D00546,C15H12N2O2,252.3,NC(=O)N1c2ccccc2C(=O)c3c1cccc3,CTQDFWDPFYHFNT-UHFFFAOYSA-N,"SCN1A, SCN2A, CACNA1H","Voltage-gated sodium channels, T-type calcium channels",Sodium channel blockade,Calcium channel blockade,2,100,40,Cytosolic arylketone reductase,"10-monohydroxy derivative (MHD, active)","Dizziness, somnolence, headache, ataxia","Hyponatremia, Stevens-Johnson syndrome",No,AV heart block,"CYP3A4 inducers, hormonal contraceptives",C,Yes,Trileptal
Glutamatergic,,Glutamate,Voltage-gated sodium channel blocker,Lamotrigine,NbN_Glossary,3878,CHEMBL602,DB00555,D00354,C9H7Cl2N5,256.1,Nc1nnc(-c2cccc(Cl)c2Cl)s1,PYZRQGJRPPTADH-UHFFFAOYSA-N,"SCN1A, SCN2A, SCN3A",Voltage-gated sodium channels,Sodium channel blockade,Inhibition of glutamate release,25,98,55,UGT1A4,None significant,"Dizziness, headache, diplopia, ataxia","Stevens-Johnson syndrome, aseptic meningitis",No,Known hypersensitivity,"Valproate, carbamazepine, hormonal contraceptives",C,Yes,Lamictal
Glutamatergic,,Glutamate,Yet to be determined,Acamprosate,NbN_Glossary,71158,CHEMBL1116,DB00659,D02780,C5H11NO4S,181.2,CC(=O)NCCC[S+](=O)(=O)[O-],AFCGFAGUEYAMAO-UHFFFAOYSA-N,"GRIN2B, GABRA1","NMDA receptor, GABA-A receptor",NMDA receptor modulation,GABA receptor enhancement,20-33,11,<10,None,None,"Diarrhea, nausea, vomiting, abdominal pain","Suicidal ideation, depression",No,Severe renal impairment,None significant,C,Yes,Campral
Glutamatergic,,Glutamate,Yet to be determined,Tianeptine,NbN_Glossary,5464098,CHEMBL1201543,DB06652,D01559,C21H25ClN2O4S,436.9,CCCCCCCN1CCC(CC1)c2nc3ccc(Cl)cc3s2,UIQIMBSCQMWZNX-UHFFFAOYSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake enhancement (unusual),AMPA receptor modulation,2.5-3,99,94,CYP3A4,MC5 (active metabolite),"Headache, dizziness, dry mouth, constipation","Hepatotoxicity, abuse potential",No,Severe hepatic impairment,MAOIs,TBD,Yes,Stablon
Glutamatergic,,Glutamate,Yet to be determined,Valproate,NbN_Glossary,3121,CHEMBL109,DB00313,D00399,C8H16O2,144.2,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,"SLC25A20, GABA transaminase","Sodium channels, GABA transaminase, HDAC",Multiple mechanisms,"GABA enhancement, HDAC inhibition",9-16,100,80-95,"CYP2A6, CYP2B6, CYP2C9","2-propylpentanoic acid, others","Nausea, vomiting, alopecia, tremor","Hepatotoxicity, pancreatitis, teratogenicity","Yes - hepatotoxicity, teratogenicity","Hepatic disease, urea cycle disorders","Carbapenem antibiotics, lamotrigine",D/X,Yes,"Depakote, Depakene"
Histaminergic,,Histamine,Receptor antagonist (H1),Diphenhydramine,NbN_Glossary,3100,CHEMBL657,DB01075,D00300,C17H21NO,255.4,CN(C)CCOC(c1ccccc1)c2ccccc2,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,HRH1,Histamine H1 receptor,H1 receptor antagonism,Anticholinergic effects,3.4-9.3,40-60,78,CYP2D6,N-desmethyldiphenhydramine,"Sedation, dry mouth, blurred vision, urinary retention","Anticholinergic toxicity, seizures in overdose",No,"Narrow-angle glaucoma, BPH","Anticholinergics, CNS depressants",B,Yes,Benadryl
Histaminergic,,Histamine,Receptor antagonist (H1),Hydroxyzine,NbN_Glossary,3658,CHEMBL55,DB00557,D00345,C21H27ClN2O2,374.9,OCCN1CCN(CC1)C(c2ccc(Cl)cc2)c3ccccc3,ZCDOYSPFYFSLEW-UHFFFAOYSA-N,HRH1,Histamine H1 receptor,H1 receptor antagonism,"Anticholinergic effects, 5-HT2A antagonism",3-7,TBD,93,CYP3A4,Cetirizine (active),"Sedation, dry mouth, dizziness","QT prolongation, torsades de pointes",No,"Early pregnancy, known hypersensitivity","CNS depressants, anticholinergics",C,Yes,"Atarax, Vistaril"
Histaminergic,,Histamine,Receptor antagonist (H3),Pitolisant,NbN_Glossary,9924495,CHEMBL2105715,DB12640,D11139,C19H20FN3O,325.4,CCCc1ccc(OCC(=O)N2CCN(CC2)c3nccc(F)n3)cc1,SNOALLHKNHQHCX-UHFFFAOYSA-N,HRH3,Histamine H3 receptor,H3 receptor antagonism/inverse agonism,Increased histamine release,10-12,TBD,91-96,"CYP2D6, CYP3A4",None significant,"Insomnia, nausea, anxiety, irritability",QT prolongation,No,Severe hepatic impairment,"Strong CYP2D6 inhibitors, H1 antihistamines",C,No,Wakix
Multi-neurotransmitter,,"Histamine, Dopamine","Receptor antagonist (H1,D2)",Promethazine,NbN_Glossary,4927,CHEMBL598,DB00420,D00621,C17H20N2S,284.4,CN(C)CC(c1ccccc1)c2ccc3sccc3n2,PWWVAXIEGOYWEE-UHFFFAOYSA-N,"HRH1, DRD2","Histamine H1 receptor, Dopamine D2 receptor",H1 and D2 receptor antagonism,"Anticholinergic effects, α1-adrenergic antagonism",9-16,25,93,CYP2D6,"Promethazine sulfoxide, N-desmethylpromethazine","Sedation, dry mouth, blurred vision, constipation","Respiratory depression, extrapyramidal symptoms",Yes - respiratory depression in children <2 years,"Children <2 years, comatose states","CNS depressants, anticholinergics",C,Yes,Phenergan
Other,,Lithium,Enzyme interactions,Lithium,NbN_Glossary,11125,CHEMBL1200523,DB14509,D00542,Li2CO3,73.9,[Li+].[Li+].[O-]C([O-])=O,XFZJEEQKEHWTCM-UHFFFAOYSA-N,"IMPA1, IMPA2, GSK3B","Inositol monophosphatase, GSK-3β",Inositol signaling pathway,"Wnt signaling, glycogen metabolism",18-36,95-100,0,Not metabolized,None,"Nausea, tremor, polyuria, polydipsia","Lithium toxicity, nephrotoxicity, thyroid dysfunction",Yes - lithium toxicity risk,"Severe renal impairment, severe dehydration","ACE inhibitors, thiazide diuretics, NSAIDs",D,Yes,"Lithobid, Eskalith"
Melatonergic,,Melatonin,Receptor agonist (M1 and M2),Melatonin,NbN_Glossary,896,CHEMBL73,DB01065,D08170,C13H16N2O2,232.3,COc1ccc2[nH]cc(CCN(C)C(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,"MTNR1A, MTNR1B",Melatonin receptor 1A and 1B,Melatonin receptor agonism,Circadian rhythm regulation,0.5-0.8,TBD,TBD,CYP1A2,6-sulfatoxymelatonin,"Headache, dizziness, nausea, drowsiness",None significant at physiologic doses,No,Autoimmune disorders (theoretical),"Anticoagulants, antidiabetic drugs",B,Yes,Multiple brands
Melatonergic,,Melatonin,Receptor agonist (M1 and M2),Ramelteon,NbN_Glossary,208908,CHEMBL1201585,DB06751,D05665,C16H21NO2,259.3,CCCCc1ccc(OCC(=O)N2CCc3c(cccc3C2)C)cc1,WFYIOUQWEMDXPA-UHFFFAOYSA-N,"MTNR1A, MTNR1B",Melatonin receptor 1A and 1B,Melatonin receptor agonism,Circadian rhythm regulation,1-2.6,84,82,CYP1A2,"M-II (active), M-IV","Somnolence, fatigue, dizziness, nausea",Complex sleep behaviors,No,Severe hepatic impairment,"Strong CYP1A2 inhibitors, fluvoxamine",C,No,Rozerem
Melatonergic,,Melatonin,"Receptor agonist (M1,M2), receptor antagonist (5-HT2B, 5-HT2C)",Agomelatine,NbN_Glossary,82148,CHEMBL16970,DB06751,D09634,C15H17NO2,243.3,COc1ccc2cc(CCN(C)C(C)=O)ccc2c1,YFGUYENBDOYRMA-UHFFFAOYSA-N,"MTNR1A, MTNR1B, HTR2B, HTR2C","Melatonin receptors, 5-HT2B, 5-HT2C receptors",Melatonin receptor agonism,5-HT2C antagonism,1-2,<5,95,"CYP1A2, CYP2C9",None significant,"Headache, nausea, dizziness, somnolence","Hepatotoxicity, suicidal ideation","Yes - hepatotoxicity, increased suicide risk in youth","Hepatic impairment, dementia","Strong CYP1A2 inhibitors, alcohol",C,No,Valdoxan
